delta,N,N_source,L_case,L,N_need,purity_p,p_source,success_s,s_source,capacity_c,c_source,A_reachable_arrivals_per_night_cp95_lo,binding,spectra_S,P60_hours_H,wrong_routine_commitments_W,cost_slots,rubin_on_sky_nights,missed_rare_penalty
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,66,33.0,3,66,9,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,66,33.0,3,66,7,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,66,33.0,3,66,7,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.81,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1465 (BTSbot bts_p1 present-day)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,2212,1106.0,420,2212,492,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.81,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1465 (BTSbot bts_p1 present-day)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,2212,1106.0,420,2212,492,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.81,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1465 (BTSbot bts_p1 present-day)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,2212,1106.0,420,2212,277,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.81,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1465 (BTSbot bts_p1 present-day)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,2212,1106.0,420,2212,277,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.81,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1465 (BTSbot bts_p1 present-day)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,2212,1106.0,420,2212,222,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.81,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1465 (BTSbot bts_p1 present-day)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,2212,1106.0,420,2212,222,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.81,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1465 (BTSbot bts_p1 present-day)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,2057,1028.5,391,2057,458,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.81,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1465 (BTSbot bts_p1 present-day)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,2057,1028.5,391,2057,458,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.81,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1465 (BTSbot bts_p1 present-day)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,2057,1028.5,391,2057,258,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.81,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1465 (BTSbot bts_p1 present-day)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,2057,1028.5,391,2057,258,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.81,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1465 (BTSbot bts_p1 present-day)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,2057,1028.5,391,2057,206,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.81,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1465 (BTSbot bts_p1 present-day)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,2057,1028.5,391,2057,206,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.846,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1170 (bts_p1 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,2118,1059.0,326,2118,471,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.846,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1170 (bts_p1 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,2118,1059.0,326,2118,471,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.846,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1170 (bts_p1 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,2118,1059.0,326,2118,265,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.846,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1170 (bts_p1 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,2118,1059.0,326,2118,265,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.846,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1170 (bts_p1 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,2118,1059.0,326,2118,212,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.846,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1170 (bts_p1 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,2118,1059.0,326,2118,212,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.846,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1170 (bts_p1 test)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,1970,985.0,304,1970,438,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.846,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1170 (bts_p1 test)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,1970,985.0,304,1970,438,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.846,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1170 (bts_p1 test)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,1970,985.0,304,1970,247,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.846,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1170 (bts_p1 test)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,1970,985.0,304,1970,247,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.846,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1170 (bts_p1 test)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,1970,985.0,304,1970,197,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.846,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1170 (bts_p1 test)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,1970,985.0,304,1970,197,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,1948,974.0,156,1948,433,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,1948,974.0,156,1948,433,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,1948,974.0,156,1948,244,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,1948,974.0,156,1948,244,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,1948,974.0,156,1948,195,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,1948,974.0,156,1948,195,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,1811,905.5,145,1811,403,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,1811,905.5,145,1811,403,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,1811,905.5,145,1811,227,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,1811,905.5,145,1811,227,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,1811,905.5,145,1811,182,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,1811,905.5,145,1811,182,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,1927,963.5,135,1927,429,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,1927,963.5,135,1927,429,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,1927,963.5,135,1927,241,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,1927,963.5,135,1927,241,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,1927,963.5,135,1927,193,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,1927,963.5,135,1927,193,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,1792,896.0,126,1792,399,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,1792,896.0,126,1792,399,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,1792,896.0,126,1792,224,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,1792,896.0,126,1792,224,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,1792,896.0,126,1792,180,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,1792,896.0,126,1792,180,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,1874,937.0,82,1874,417,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,1874,937.0,82,1874,417,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,1666,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,1874,937.0,82,1874,235,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,1666,PI delta override max N_min,L=T1 measured non-bot cohort labels,0,1666,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,1874,937.0,82,1874,235,+100 slots per missed rare event (M UNDEMONSTRATED)
