delta,delta_status,N,L_case,N_need,purity_p,success_s,capacity_c,spectra_S,P60_hours,wrong_routine_commitments,cost_slots,missed_rare_penalty,p60_usable_nights_needed,spectra_per_month_first,p60_nights_per_month_first,rubin_on_sky_nights_per_month_first,return_month_R,months_after_R,completion_month,months_aggregate_Ubar,binding_first_month
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.81,1.0,8,62,31.0,12,62,+100 slots per missed rare event (M UNDEMONSTRATED),8,105.2,13.2,18.7,2027-02,1,2027-02,0.41,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.81,1.0,8,62,31.0,12,62,+100 slots per missed rare event (M UNDEMONSTRATED),8,74.0,9.2,20.7,2027-03,1,2027-03,0.41,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.81,1.0,8,62,31.0,12,62,+100 slots per missed rare event (M UNDEMONSTRATED),8,168.0,21.0,20.0,2027-04,1,2027-04,0.41,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.81,1.0,8,62,31.0,12,62,+100 slots per missed rare event (M UNDEMONSTRATED),8,184.0,23.0,20.7,2027-05,1,2027-05,0.41,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.81,1.0,8,62,31.0,12,62,+100 slots per missed rare event (M UNDEMONSTRATED),8,202.0,25.2,20.0,2027-06,1,2027-06,0.41,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.81,1.0,8,62,31.0,12,62,+100 slots per missed rare event (M UNDEMONSTRATED),8,206.0,25.7,20.7,2027-07,1,2027-07,0.41,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.81,1.0,8,62,31.0,12,62,+100 slots per missed rare event (M UNDEMONSTRATED),8,186.0,23.2,20.7,2027-08,1,2027-08,0.41,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.81,1.0,8,62,31.0,12,62,+100 slots per missed rare event (M UNDEMONSTRATED),8,180.0,22.5,20.0,2027-09,1,2027-09,0.41,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.81,1.0,10,78,39.0,15,78,+100 slots per missed rare event (M UNDEMONSTRATED),8,207.5,20.8,20.7,2026-10,1,2026-10,0.41,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.81,1.0,10,78,39.0,15,78,+100 slots per missed rare event (M UNDEMONSTRATED),8,185.0,18.5,20.0,2026-11,1,2026-11,0.41,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.81,1.0,10,78,39.0,15,78,+100 slots per missed rare event (M UNDEMONSTRATED),8,122.5,12.2,20.7,2026-12,1,2026-12,0.41,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.81,1.0,10,78,39.0,15,78,+100 slots per missed rare event (M UNDEMONSTRATED),8,105.0,10.5,20.7,2027-01,1,2027-01,0.41,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.81,1.0,10,78,39.0,15,78,+100 slots per missed rare event (M UNDEMONSTRATED),8,131.6,13.2,18.7,2027-02,1,2027-02,0.41,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.81,1.0,10,78,39.0,15,78,+100 slots per missed rare event (M UNDEMONSTRATED),8,92.5,9.2,20.7,2027-03,1,2027-03,0.41,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.81,1.0,10,78,39.0,15,78,+100 slots per missed rare event (M UNDEMONSTRATED),8,210.0,21.0,20.0,2027-04,1,2027-04,0.41,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.81,1.0,10,78,39.0,15,78,+100 slots per missed rare event (M UNDEMONSTRATED),8,230.0,23.0,20.7,2027-05,1,2027-05,0.41,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.81,1.0,10,78,39.0,15,78,+100 slots per missed rare event (M UNDEMONSTRATED),8,252.5,25.2,20.0,2027-06,1,2027-06,0.41,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.81,1.0,10,78,39.0,15,78,+100 slots per missed rare event (M UNDEMONSTRATED),8,257.5,25.7,20.7,2027-07,1,2027-07,0.41,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.81,1.0,10,78,39.0,15,78,+100 slots per missed rare event (M UNDEMONSTRATED),8,232.5,23.2,20.7,2027-08,1,2027-08,0.41,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.81,1.0,10,78,39.0,15,78,+100 slots per missed rare event (M UNDEMONSTRATED),8,225.0,22.5,20.0,2027-09,1,2027-09,0.41,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.81,1.0,10,62,31.0,12,62,+100 slots per missed rare event (M UNDEMONSTRATED),7,207.5,20.8,20.7,2026-10,1,2026-10,0.33,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.81,1.0,10,62,31.0,12,62,+100 slots per missed rare event (M UNDEMONSTRATED),7,185.0,18.5,20.0,2026-11,1,2026-11,0.33,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.81,1.0,10,62,31.0,12,62,+100 slots per missed rare event (M UNDEMONSTRATED),7,122.5,12.2,20.7,2026-12,1,2026-12,0.33,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.81,1.0,10,62,31.0,12,62,+100 slots per missed rare event (M UNDEMONSTRATED),7,105.0,10.5,20.7,2027-01,1,2027-01,0.33,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.81,1.0,10,62,31.0,12,62,+100 slots per missed rare event (M UNDEMONSTRATED),7,131.6,13.2,18.7,2027-02,1,2027-02,0.33,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.81,1.0,10,62,31.0,12,62,+100 slots per missed rare event (M UNDEMONSTRATED),7,92.5,9.2,20.7,2027-03,1,2027-03,0.33,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.81,1.0,10,62,31.0,12,62,+100 slots per missed rare event (M UNDEMONSTRATED),7,210.0,21.0,20.0,2027-04,1,2027-04,0.33,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.81,1.0,10,62,31.0,12,62,+100 slots per missed rare event (M UNDEMONSTRATED),7,230.0,23.0,20.7,2027-05,1,2027-05,0.33,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.81,1.0,10,62,31.0,12,62,+100 slots per missed rare event (M UNDEMONSTRATED),7,252.5,25.2,20.0,2027-06,1,2027-06,0.33,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.81,1.0,10,62,31.0,12,62,+100 slots per missed rare event (M UNDEMONSTRATED),7,257.5,25.7,20.7,2027-07,1,2027-07,0.33,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.81,1.0,10,62,31.0,12,62,+100 slots per missed rare event (M UNDEMONSTRATED),7,232.5,23.2,20.7,2027-08,1,2027-08,0.33,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.81,1.0,10,62,31.0,12,62,+100 slots per missed rare event (M UNDEMONSTRATED),7,225.0,22.5,20.0,2027-09,1,2027-09,0.33,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,4.5,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),18,93.4,20.8,20.7,2026-10,1,2026-10,0.95,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,4.5,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),18,83.3,18.5,20.0,2026-11,1,2026-11,0.95,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,4.5,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),18,55.1,12.2,20.7,2026-12,2,2027-01,0.95,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,4.5,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),18,47.3,10.5,20.7,2027-01,2,2027-02,0.95,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,4.5,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),18,59.2,13.2,18.7,2027-02,2,2027-03,0.95,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,4.5,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),18,41.6,9.2,20.7,2027-03,2,2027-04,0.95,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,4.5,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),18,94.5,21.0,20.0,2027-04,1,2027-04,0.95,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,4.5,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),18,103.5,23.0,20.7,2027-05,1,2027-05,0.95,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,4.5,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),18,113.6,25.2,20.0,2027-06,1,2027-06,0.95,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,4.5,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),18,115.9,25.7,20.7,2027-07,1,2027-07,0.95,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,4.5,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),18,104.6,23.2,20.7,2027-08,1,2027-08,0.95,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,4.5,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),18,101.2,22.5,20.0,2027-09,1,2027-09,0.95,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,4.5,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),15,93.4,20.8,20.7,2026-10,1,2026-10,0.75,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,4.5,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),15,83.3,18.5,20.0,2026-11,1,2026-11,0.75,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,4.5,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),15,55.1,12.2,20.7,2026-12,2,2027-01,0.75,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,4.5,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),15,47.3,10.5,20.7,2027-01,2,2027-02,0.75,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,4.5,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),15,59.2,13.2,18.7,2027-02,2,2027-03,0.75,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,4.5,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),15,41.6,9.2,20.7,2027-03,2,2027-04,0.75,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,4.5,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),15,94.5,21.0,20.0,2027-04,1,2027-04,0.75,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,4.5,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),15,103.5,23.0,20.7,2027-05,1,2027-05,0.75,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,4.5,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),15,113.6,25.2,20.0,2027-06,1,2027-06,0.75,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,4.5,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),15,115.9,25.7,20.7,2027-07,1,2027-07,0.75,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,4.5,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),15,104.6,23.2,20.7,2027-08,1,2027-08,0.75,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,4.5,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),15,101.2,22.5,20.0,2027-09,1,2027-09,0.75,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,8,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),11,166.0,20.8,20.7,2026-10,1,2026-10,0.53,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,8,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),11,148.0,18.5,20.0,2026-11,1,2026-11,0.53,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,8,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),11,98.0,12.2,20.7,2026-12,1,2026-12,0.53,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,8,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),11,84.0,10.5,20.7,2027-01,1,2027-01,0.53,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,8,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),11,105.2,13.2,18.7,2027-02,1,2027-02,0.53,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,8,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),11,74.0,9.2,20.7,2027-03,2,2027-04,0.53,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,8,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),11,168.0,21.0,20.0,2027-04,1,2027-04,0.53,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,8,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),11,184.0,23.0,20.7,2027-05,1,2027-05,0.53,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,8,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),11,202.0,25.2,20.0,2027-06,1,2027-06,0.53,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,8,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),11,206.0,25.7,20.7,2027-07,1,2027-07,0.53,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,8,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),11,186.0,23.2,20.7,2027-08,1,2027-08,0.53,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,8,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),11,180.0,22.5,20.0,2027-09,1,2027-09,0.53,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,8,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),8,166.0,20.8,20.7,2026-10,1,2026-10,0.42,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,8,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),8,148.0,18.5,20.0,2026-11,1,2026-11,0.42,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,8,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),8,98.0,12.2,20.7,2026-12,1,2026-12,0.42,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,8,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),8,84.0,10.5,20.7,2027-01,1,2027-01,0.42,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,8,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),8,105.2,13.2,18.7,2027-02,1,2027-02,0.42,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,8,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),8,74.0,9.2,20.7,2027-03,1,2027-03,0.42,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,8,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),8,168.0,21.0,20.0,2027-04,1,2027-04,0.42,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,8,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),8,184.0,23.0,20.7,2027-05,1,2027-05,0.42,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,8,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),8,202.0,25.2,20.0,2027-06,1,2027-06,0.42,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,8,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),8,206.0,25.7,20.7,2027-07,1,2027-07,0.42,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,8,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),8,186.0,23.2,20.7,2027-08,1,2027-08,0.42,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,8,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),8,180.0,22.5,20.0,2027-09,1,2027-09,0.42,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,10,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),9,207.5,20.8,20.7,2026-10,1,2026-10,0.43,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,10,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),9,185.0,18.5,20.0,2026-11,1,2026-11,0.43,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,10,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),9,122.5,12.2,20.7,2026-12,1,2026-12,0.43,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,10,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),9,105.0,10.5,20.7,2027-01,1,2027-01,0.43,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,10,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),9,131.6,13.2,18.7,2027-02,1,2027-02,0.43,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,10,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),9,92.5,9.2,20.7,2027-03,1,2027-03,0.43,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,10,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),9,210.0,21.0,20.0,2027-04,1,2027-04,0.43,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,10,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),9,230.0,23.0,20.7,2027-05,1,2027-05,0.43,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,10,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),9,252.5,25.2,20.0,2027-06,1,2027-06,0.43,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,10,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),9,257.5,25.7,20.7,2027-07,1,2027-07,0.43,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,10,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),9,232.5,23.2,20.7,2027-08,1,2027-08,0.43,capacity
0.05,ratified,63,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),63,0.846,0.93,10,81,40.5,13,81,+100 slots per missed rare event (M UNDEMONSTRATED),9,225.0,22.5,20.0,2027-09,1,2027-09,0.43,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,10,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),7,207.5,20.8,20.7,2026-10,1,2026-10,0.34,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,10,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),7,185.0,18.5,20.0,2026-11,1,2026-11,0.34,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,10,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),7,122.5,12.2,20.7,2026-12,1,2026-12,0.34,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,10,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),7,105.0,10.5,20.7,2027-01,1,2027-01,0.34,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,10,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),7,131.6,13.2,18.7,2027-02,1,2027-02,0.34,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,10,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),7,92.5,9.2,20.7,2027-03,1,2027-03,0.34,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,10,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),7,210.0,21.0,20.0,2027-04,1,2027-04,0.34,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,10,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),7,230.0,23.0,20.7,2027-05,1,2027-05,0.34,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,10,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),7,252.5,25.2,20.0,2027-06,1,2027-06,0.34,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,10,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),7,257.5,25.7,20.7,2027-07,1,2027-07,0.34,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,10,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),7,232.5,23.2,20.7,2027-08,1,2027-08,0.34,capacity
0.05,ratified,63,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",50,0.846,0.93,10,64,32.0,10,64,+100 slots per missed rare event (M UNDEMONSTRATED),7,225.0,22.5,20.0,2027-09,1,2027-09,0.34,capacity
